USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
_windowserver     1870   0.0  0.0 410266656   1232   ??  S    20 624    0:37.79 /usr/sbin/distnoted agent
_mdnsresponder    1872   0.0  0.1 410372128   9568   ??  Ss   20 624   14:09.46 /usr/sbin/mDNSResponder
root              1839   0.0  0.0 410266656   1696   ??  S    20 624    0:38.98 /usr/sbin/distnoted agent
_coreaudiod       1837   0.0  0.0 410266656   1232   ??  S    20 624    0:38.74 /usr/sbin/distnoted agent
root              1836   0.0  0.0 410365632   3152   ??  Ss   20 624    0:31.27 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
root              1828   0.0  0.0 410362592   2560   ??  Ss   20 624    0:37.71 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
_analyticsd       1821   0.0  0.1 410379824  11280   ??  Ss   20 624    5:29.62 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
_coreaudiod       1815   0.0  0.1 410416816   6928   ??  Ss   20 624   97:18.89 /usr/sbin/coreaudiod
_nsurlsessiond    1818   0.0  0.1 410413968   8624   ??  Ss   20 624    2:22.81 /usr/libexec/nsurlsessiond --privileged
root              1816   0.0  0.0 410364064   2512   ??  Ss   20 624    2:45.40 /usr/libexec/apfsd
_distnote         1780   0.0  0.0 410266656   2592   ??  Ss   20 624    7:02.86 /usr/sbin/distnoted daemon
_usbmuxd          1772   0.0  0.0 410371136   2528   ??  Ss   20 624    0:04.10 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
_timed            1771   0.0  0.0 410363792   3728   ??  Ss   20 624    0:51.10 /usr/libexec/timed
root              1808   0.0  0.2 410515536  15104   ??  Ss   20 624  184:10.54 /usr/libexec/airportd
root              1803   0.0  0.1 410373008  10528   ??  Ss   20 624    7:33.54 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/contextstored
root              1804   0.0  0.0 410380112   3760   ??  Ss   20 624    0:54.74 /System/Library/CoreServices/coreservicesd
root              1802   0.0  0.2 410514656  12848   ??  Ss   20 624    3:31.07 /usr/libexec/lsd runAsRoot
root              1801   0.0  0.2 410374896  14000   ??  Ss   20 624   31:22.17 /usr/libexec/runningboardd
jinurung          1800   0.0  0.3 411757264  26240   ??  Ss   20 624   17:57.49 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console
root              1798   0.0  0.1 410374752  12000   ??  Ss   20 624    7:40.93 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd system
root              1797   0.0  0.1 410331456   4688   ??  Ss   20 624   12:13.67 /usr/sbin/cfprefsd daemon
root              1743   0.0  0.0 410294368   1920   ??  Ss   20 624    0:00.08 /usr/libexec/IOMFB_bics_daemon
root              1734   0.0  0.1 410368144   7136   ??  Ss   20 624    4:13.54 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
root              1778   0.0  0.2 410369840  12608   ??  Ss   20 624   24:12.93 /usr/libexec/dasd
root              1737   0.0  0.1 410381248   7872   ??  Ss   20 624    2:47.43 /usr/sbin/systemstats --daemon
root              1794   0.0  0.1 410365056   4912   ??  Ss   20 624    0:25.23 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
root              1785   0.0  0.0 410364480   4096   ??  Ss   20 624    0:03.44 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
root              1770   0.0  0.2 410377472  15440   ??  Ss   20 624    9:20.33 /System/Library/CoreServices/launchservicesd
root              1764   0.0  0.0 410331824   1504   ??  Ss   20 624    1:39.56 /usr/sbin/syslogd
root              1792   0.0  0.1 410364352   6352   ??  Ss   20 624   22:13.33 /usr/libexec/corebrightnessd --launchd
root              1773   0.0  0.1 410365424   5744   ??  Ss   20 624    1:23.98 /usr/sbin/securityd -i
root              1777   0.0  0.0 410314784   1696   ??  Ss   20 624    0:00.23 autofsd
root              1793   0.0  0.1 410364544   6016   ??  Ss   20 624    1:07.43 /usr/libexec/AirPlayXPCHelper
root              1769   0.0  0.1 410378480   8688   ??  Ss   20 624    5:56.04 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
root              1786   0.0  0.0 410163248    912   ??  Ss   20 624    0:00.18 /usr/sbin/KernelEventAgent
root              1768   0.0  0.1 410524960  10912   ??  Ss   20 624   29:47.40 /usr/libexec/opendirectoryd
root              1790   0.0  0.0 410330896   2800   ??  Ss   20 624    8:28.94 /usr/sbin/notifyd
root              1784   0.0  0.0 410199632   2816   ??  Ss   20 624    0:04.68 /System/Library/CoreServices/logind
root              1767   0.0  0.0 410336416   3008   ??  Ss   20 624   13:07.21 /usr/libexec/thermalmonitord
root              1760   0.0  0.0 410363136   4048   ??  Ss   20 624    2:01.08 /usr/libexec/diskarbitrationd
root              1753   0.0  0.0 410166384   2096   ??  Ss   20 624    0:33.92 /usr/libexec/watchdogd
root              1759   0.0  0.0 410370432   2864   ??  Ss   20 624    0:04.07 /usr/libexec/kernelmanagerd
root              1748   0.0  0.0 410363344   1936   ??  Ss   20 624    0:01.82 /usr/libexec/remoted
root              1740   0.0  0.1 410367824   6016   ??  Ss   20 624   11:06.51 /usr/libexec/configd
root              1733   0.0  0.1 410478352   7552   ??  Ss   20 624   54:25.62 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd
root              1742   0.0  0.1 410365808   8064   ??  Ss   20 624   14:54.23 /System/Library/CoreServices/powerd.bundle/powerd
root              1732   0.0  0.0 410156096   1792   ??  Ss   20 624    0:42.36 /System/Library/PrivateFrameworks/Uninstall.framework/Resources/uninstalld
root              1728   0.0  0.3 410505344  21792   ??  Ss   20 624   44:53.46 /usr/libexec/logd
root              1730   0.0  0.1 410365824   8544   ??  Ss   20 624    5:46.97 /usr/libexec/UserEventAgent (System)
root                 1   0.0  0.1 410922816  11760   ??  Ss   20 624   86:00.72 /sbin/launchd
jinurung         42985   0.0  0.0        0      0   ??  Z    10:08PM   0:00.00 <defunct>
jinurung         24936   0.0  0.0        0      0   ??  Z     1:59PM   0:00.00 <defunct>
jinurung           960   0.0  0.0        0      0   ??  Z    월11PM   0:00.00 <defunct>
jinurung         96727   0.0  0.0        0      0   ??  Z    월01PM   0:00.00 <defunct>
jinurung         85168   0.0  0.0        0      0   ??  Z    일10PM   0:00.00 <defunct>
jinurung         81539   0.0  0.0        0      0   ??  Z    일07AM   0:00.00 <defunct>
jinurung         79212   0.0  0.0        0      0   ??  Z    토10PM   0:00.00 <defunct>
jinurung         76438   0.0  0.0        0      0   ??  Z    토01AM   0:00.00 <defunct>
root             11374   0.0  0.0 410208912   1664 s003  R+    1:39PM   0:00.00 ps aux
jinurung         74037   0.0  0.0        0      0   ??  Z    금08PM   0:00.00 <defunct>
jinurung         11359   0.0  0.3 410343472  27152   ??  S     1:38PM   0:00.11 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
jinurung         11283   0.0  0.3 411050736  26560   ??  S     1:38PM   0:00.07 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent launchd -s
jinurung         11194   0.0  0.3 410343472  27264   ??  S     1:36PM   0:00.16 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
jinurung         11140   0.0  0.1 410372864   8368   ??  S     1:35PM   0:00.15 /System/Library/CoreServices/pbs
jinurung         11124   0.0  0.7 1621941184  62720   ??  S     1:34PM   0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/127.0.6533.100/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=ElementCapture --no-subproc-heap-profiling --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1700 --time-ticks-at-unix-epoch=-1722065473901159 --launch-time-ticks=1296976349786 --shared-files --field-trial-handle=1718379636,r,2770165705861921905,4336344670829095574,262144 --variations-seed-version=20240808-180127.171000 --seatbelt-client=154
jinurung         11121   0.0  2.0 1622223504 165904   ??  S     1:34PM   0:02.58 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/127.0.6533.100/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=ElementCapture --no-subproc-heap-profiling --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1699 --time-ticks-at-unix-epoch=-1722065473901159 --launch-time-ticks=1296974946496 --shared-files --field-trial-handle=1718379636,r,2770165705861921905,4336344670829095574,262144 --variations-seed-version=20240808-180127.171000 --seatbelt-client=154
jinurung         11120   0.0  1.1 1621956176  92544   ??  S     1:34PM   0:00.19 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/127.0.6533.100/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=ElementCapture --no-subproc-heap-profiling --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1698 --time-ticks-at-unix-epoch=-1722065473901159 --launch-time-ticks=1296974265853 --shared-files --field-trial-handle=1718379636,r,2770165705861921905,4336344670829095574,262144 --variations-seed-version=20240808-180127.171000 --seatbelt-client=154
jinurung         11116   0.0  0.6 477681456  47504   ??  S     1:34PM   0:00.05 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/127.0.6533.100/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --no-subproc-heap-profiling --shared-files --field-trial-handle=1718379636,r,2770165705861921905,4336344670829095574,262144 --variations-seed-version=20240808-180127.171000 --seatbelt-client=154
jinurung         11113   0.0  2.2 1622205104 187232   ??  S     1:34PM   0:03.86 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/127.0.6533.100/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=ElementCapture --no-subproc-heap-profiling --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1694 --time-ticks-at-unix-epoch=-1722065473901159 --launch-time-ticks=1296967425951 --shared-files --field-trial-handle=1718379636,r,2770165705861921905,4336344670829095574,262144 --variations-seed-version=20240808-180127.171000 --seatbelt-client=154
jinurung         11109   0.0  0.1 410155216   4480   ??  S     1:31PM   0:00.02 /usr/libexec/spindump_agent
